Company Name,Year_t,from_label,to_label
Baghmari Tea Co. Ltd.,2022,Full_Distress,Full_Distress
Bagmane Developers Pvt. Ltd.,2018,Healthy,Healthy
Bagmane Developers Pvt. Ltd.,2019,Healthy,Healthy
Bagmane Developers Pvt. Ltd.,2020,Healthy,Healthy
Bagmane Developers Pvt. Ltd.,2021,Healthy,Healthy
Bagmane Developers Pvt. Ltd.,2022,Healthy,Healthy
Bagrecha Enterprises Ltd.,2018,Healthy,Healthy
Bagrrys India Pvt. Ltd.,2018,Healthy,Healthy
Bagrrys India Pvt. Ltd.,2019,Healthy,Healthy
Bagrrys India Pvt. Ltd.,2020,Healthy,Healthy
Bagrrys India Pvt. Ltd.,2021,Healthy,Healthy
Bagrrys India Pvt. Ltd.,2022,Healthy,Healthy
Baharampore-Farakka Highways Ltd.,2018,Healthy,Healthy
Baharampore-Farakka Highways Ltd.,2019,Healthy,Healthy
Baharampore-Farakka Highways Ltd.,2020,Healthy,Healthy
Baharampore-Farakka Highways Ltd.,2021,Healthy,Acct_Distress
Baharampore-Farakka Highways Ltd.,2022,Acct_Distress,Healthy
Baheti Recycling Inds. Ltd.,2018,Healthy,Healthy
Baheti Recycling Inds. Ltd.,2019,Healthy,Healthy
Baheti Recycling Inds. Ltd.,2020,Healthy,Healthy
Baheti Recycling Inds. Ltd.,2021,Healthy,Cash_Distress
Baheti Recycling Inds. Ltd.,2022,Cash_Distress,Healthy
Bahubali Dyes Ltd.,2022,Healthy,Cash_Distress
Bahubali Tie-Up Pvt. Ltd. [Merged],2018,Healthy,Healthy
Bai-Kakaji Polymers Ltd.,2018,Healthy,Healthy
Bai-Kakaji Polymers Ltd.,2019,Healthy,Healthy
Bai-Kakaji Polymers Ltd.,2020,Healthy,Healthy
Bai-Kakaji Polymers Ltd.,2021,Healthy,Acct_Distress
Baidyanath Power Pvt. Ltd.,2018,Healthy,Healthy
Baidyanath Power Pvt. Ltd.,2019,Healthy,Healthy
Baidyanath Power Pvt. Ltd.,2020,Healthy,Healthy
Bain & Co. India Pvt. Ltd.,2020,Healthy,Healthy
Bajaj Auto Ltd.,2018,Healthy,Healthy
Bajaj Auto Ltd.,2019,Healthy,Healthy
Bajaj Auto Ltd.,2020,Healthy,Healthy
Bajaj Auto Ltd.,2021,Healthy,Healthy
Bajaj Auto Ltd.,2022,Healthy,Healthy
Bajaj Aviation Pvt. Ltd.,2020,Full_Distress,Full_Distress
Bajaj Aviation Pvt. Ltd.,2021,Full_Distress,Cash_Distress
Bajaj Aviation Pvt. Ltd.,2022,Cash_Distress,Cash_Distress
Bajaj Capital Ltd.,2018,Acct_Distress,Full_Distress
Bajaj Capital Ltd.,2019,Full_Distress,Acct_Distress
Bajaj Capital Ltd.,2020,Acct_Distress,Acct_Distress
Bajaj Capital Ltd.,2021,Acct_Distress,Full_Distress
Bajaj Capital Ltd.,2022,Full_Distress,Full_Distress
Bajaj Capital Markets Ltd.,2018,Full_Distress,Acct_Distress
Bajaj Capital Markets Ltd.,2019,Acct_Distress,Full_Distress
Bajaj Capital Markets Ltd.,2020,Full_Distress,Acct_Distress
Bajaj Consumer Care Ltd.,2018,Healthy,Healthy
Bajaj Consumer Care Ltd.,2019,Healthy,Healthy
Bajaj Consumer Care Ltd.,2020,Healthy,Healthy
Bajaj Consumer Care Ltd.,2021,Healthy,Healthy
Bajaj Electricals Ltd.,2018,Cash_Distress,Healthy
Bajaj Electricals Ltd.,2019,Healthy,Healthy
Bajaj Electricals Ltd.,2020,Healthy,Healthy
Bajaj Electricals Ltd.,2021,Healthy,Healthy
Bajaj Electricals Ltd.,2022,Healthy,Healthy
Bajaj Energy Pvt. Ltd.,2018,Healthy,Healthy
Bajaj Energy Pvt. Ltd.,2019,Healthy,Healthy
Bajaj Energy Pvt. Ltd.,2020,Healthy,Healthy
Bajaj Energy Pvt. Ltd.,2021,Healthy,Healthy
Bajaj Energy Pvt. Ltd.,2022,Healthy,Healthy
Bajaj Healthcare Ltd.,2018,Healthy,Healthy
Bajaj Healthcare Ltd.,2019,Healthy,Healthy
Bajaj Healthcare Ltd.,2020,Healthy,Healthy
Bajaj Healthcare Ltd.,2021,Healthy,Healthy
Bajaj Healthcare Ltd.,2022,Healthy,Healthy
Bajaj Hindusthan Sugar Ltd.,2018,Acct_Distress,Healthy
Bajaj Hindusthan Sugar Ltd.,2019,Healthy,Acct_Distress
Bajaj Hindusthan Sugar Ltd.,2020,Acct_Distress,Acct_Distress
Bajaj Hindusthan Sugar Ltd.,2021,Acct_Distress,Healthy
Bajaj Hindusthan Sugar Ltd.,2022,Healthy,Healthy
Bajaj Motors Ltd.,2018,Healthy,Healthy
Bajaj Motors Ltd.,2019,Healthy,Healthy
Bajaj Motors Ltd.,2020,Healthy,Healthy
Bajaj Motors Ltd.,2021,Healthy,Healthy
Bajaj Motors Ltd.,2022,Healthy,Healthy
Bajaj Polyblends Pvt. Ltd.,2018,Healthy,Healthy
Bajaj Polyblends Pvt. Ltd.,2019,Healthy,Cash_Distress
Bajaj Processors Pvt. Ltd.,2021,Acct_Distress,Acct_Distress
Bajaj Processors Pvt. Ltd.,2022,Acct_Distress,Cash_Distress
Bajaj Sindhudurg Rice Mills Ltd.,2018,Full_Distress,Acct_Distress
Bajaj Sindhudurg Rice Mills Ltd.,2019,Acct_Distress,Full_Distress
Bajaj Sindhudurg Rice Mills Ltd.,2020,Full_Distress,Full_Distress
Bajaj Sindhudurg Rice Mills Ltd.,2021,Full_Distress,Healthy
Bajaj Sindhudurg Rice Mills Ltd.,2022,Healthy,Cash_Distress
Bajaj Steel Inds. Ltd.,2018,Healthy,Healthy
Bajaj Steel Inds. Ltd.,2019,Healthy,Healthy
Bajaj Steel Inds. Ltd.,2022,Healthy,Healthy
Bajaj Superpack India Ltd.,2018,Healthy,Healthy
Bajaj Superpack India Ltd.,2019,Healthy,Healthy
Bajaj Superpack India Ltd.,2020,Healthy,Healthy
Bajaj Superpack India Ltd.,2021,Healthy,Healthy
Bajajsons Ltd.,2019,Healthy,Healthy
Bajajsons Ltd.,2020,Healthy,Healthy
Bajajsons Ltd.,2021,Healthy,Healthy
Bajajsons Ltd.,2022,Healthy,Healthy
Bakebest Foods Ltd.,2021,Healthy,Healthy
Baker Gauges India Pvt. Ltd.,2018,Healthy,Healthy
Baker Gauges India Pvt. Ltd.,2019,Healthy,Healthy
Baker Gauges India Pvt. Ltd.,2020,Healthy,Healthy
Baker Gauges India Pvt. Ltd.,2021,Healthy,Healthy
Baker Gauges India Pvt. Ltd.,2022,Healthy,Healthy
Bakeri Urban Devp. Pvt. Ltd.,2018,Acct_Distress,Healthy
Bakeri Urban Devp. Pvt. Ltd.,2019,Healthy,Full_Distress
Bakeri Urban Devp. Pvt. Ltd.,2020,Full_Distress,Acct_Distress
Bakers Circle (India) Pvt. Ltd.,2021,Healthy,Healthy
Bakers Circle (India) Pvt. Ltd.,2022,Healthy,Healthy
Bal Pharma Ltd.,2018,Healthy,Acct_Distress
Bal Pharma Ltd.,2019,Acct_Distress,Healthy
Bal Pharma Ltd.,2020,Healthy,Healthy
Bal Pharma Ltd.,2021,Healthy,Healthy
Bal Pharma Ltd.,2022,Healthy,Healthy
Bala Industries & Entertainment Pvt. Ltd.,2018,Healthy,Full_Distress
Bala Industries & Entertainment Pvt. Ltd.,2019,Full_Distress,Acct_Distress
Bala Industries & Entertainment Pvt. Ltd.,2020,Acct_Distress,Full_Distress
Bala Industries & Entertainment Pvt. Ltd.,2021,Full_Distress,Cash_Distress
Bala Industries & Entertainment Pvt. Ltd.,2022,Cash_Distress,Cash_Distress
Balajee Structural (India) Pvt. Ltd.,2018,Cash_Distress,Healthy
Balajee Structural (India) Pvt. Ltd.,2019,Healthy,Cash_Distress
Balajee Structural (India) Pvt. Ltd.,2020,Cash_Distress,Healthy
Balajee Structural (India) Pvt. Ltd.,2021,Healthy,Healthy
Balajee Structural (India) Pvt. Ltd.,2022,Healthy,Healthy
Balaji Agro Oils Ltd.,2018,Healthy,Healthy
Balaji Agro Oils Ltd.,2019,Healthy,Cash_Distress
Balaji Agro Oils Ltd.,2020,Cash_Distress,Full_Distress
Balaji Agro Oils Ltd.,2021,Full_Distress,Healthy
Balaji Agro Oils Ltd.,2022,Healthy,Healthy
Balaji Agro Pvt. Ltd.,2018,Healthy,Cash_Distress
Balaji Agro Pvt. Ltd.,2019,Cash_Distress,Healthy
Balaji Agro Pvt. Ltd.,2020,Healthy,Healthy
Balaji Agro Pvt. Ltd.,2021,Healthy,Healthy
Balaji Agro Pvt. Ltd.,2022,Healthy,Healthy
Balaji Amines Ltd.,2018,Healthy,Healthy
Balaji Amines Ltd.,2019,Healthy,Healthy
Balaji Amines Ltd.,2020,Healthy,Healthy
Balaji Amines Ltd.,2021,Healthy,Healthy
Balaji Amines Ltd.,2022,Healthy,Healthy
Balaji Filaments Pvt. Ltd.,2020,Cash_Distress,Healthy
Balaji Filaments Pvt. Ltd.,2021,Healthy,Healthy
Balaji Filaments Pvt. Ltd.,2022,Healthy,Healthy
Balaji Formalin Pvt. Ltd.,2019,Healthy,Healthy
Balaji Formalin Pvt. Ltd.,2020,Healthy,Healthy
Balaji Formalin Pvt. Ltd.,2021,Healthy,Healthy
Balaji Formalin Pvt. Ltd.,2022,Healthy,Healthy
Balaji Induction Furnace Pvt. Ltd.,2019,Healthy,Healthy
Balaji Induction Furnace Pvt. Ltd.,2020,Healthy,Healthy
Balaji Induction Furnace Pvt. Ltd.,2021,Healthy,Healthy
Balaji Malts Pvt. Ltd.,2021,Healthy,Healthy
Balaji Malts Pvt. Ltd.,2022,Healthy,Healthy
Balaji Phosphates Ltd.,2018,Healthy,Healthy
Balaji Phosphates Ltd.,2021,Healthy,Healthy
Balaji Phosphates Ltd.,2022,Healthy,Healthy
Balaji Polycot Pvt. Ltd.,2020,Healthy,Healthy
Balaji Polycot Pvt. Ltd.,2021,Healthy,Healthy
Balaji Polyster Pvt. Ltd.,2018,Healthy,Healthy
Balaji Polyster Pvt. Ltd.,2019,Healthy,Healthy
Balaji Polyster Pvt. Ltd.,2020,Healthy,Cash_Distress
Balaji Polyster Pvt. Ltd.,2021,Cash_Distress,Cash_Distress
Balaji Polyster Pvt. Ltd.,2022,Cash_Distress,Healthy
Balaji Pressure Vessels Pvt. Ltd.,2021,Healthy,Healthy
Balaji Solutions Ltd.,2018,Healthy,Healthy
Balaji Solutions Ltd.,2019,Healthy,Healthy
Balaji Solutions Ltd.,2020,Healthy,Healthy
Balaji Solutions Ltd.,2021,Healthy,Healthy
Balaji Solutions Ltd.,2022,Healthy,Healthy
Balaji Switchgears Pvt. Ltd.,2020,Healthy,Healthy
Balaji Switchgears Pvt. Ltd.,2021,Healthy,Healthy
Balaji Switchgears Pvt. Ltd.,2022,Healthy,Cash_Distress
Balaji Telefilms Ltd.,2019,Cash_Distress,Full_Distress
Balaji Telefilms Ltd.,2020,Full_Distress,Full_Distress
Balaji Telefilms Ltd.,2021,Full_Distress,Full_Distress
Balaji Telefilms Ltd.,2022,Full_Distress,Healthy
Balaji Wafers Pvt. Ltd.,2018,Healthy,Healthy
Balaji Wafers Pvt. Ltd.,2019,Healthy,Healthy
Balaji Wires Pvt. Ltd.,2018,Healthy,Healthy
Balaji Wires Pvt. Ltd.,2019,Healthy,Healthy
Balaji Wires Pvt. Ltd.,2022,Healthy,Healthy
Balanoor Plantations & Inds. Ltd.,2019,Full_Distress,Acct_Distress
Balanoor Plantations & Inds. Ltd.,2020,Acct_Distress,Full_Distress
Balanoor Plantations & Inds. Ltd.,2021,Full_Distress,Full_Distress
Balanoor Plantations & Inds. Ltd.,2022,Full_Distress,Full_Distress
Balaram Cements Ltd.,2018,Healthy,Acct_Distress
Balaram Cements Ltd.,2019,Acct_Distress,Healthy
Balaram Cements Ltd.,2020,Healthy,Acct_Distress
Balaram Cements Ltd.,2021,Acct_Distress,Healthy
Balarama Krishna Spinning Mills Pvt. Ltd.,2021,Healthy,Healthy
Balasore Alloys Ltd.,2018,Healthy,Acct_Distress
Balasore Alloys Ltd.,2021,Full_Distress,Full_Distress
Balasore Alloys Ltd.,2022,Full_Distress,Acct_Distress
Balaxi Pharmaceuticals Ltd.,2020,Healthy,Healthy
Balaxi Pharmaceuticals Ltd.,2021,Healthy,Healthy
Balaxi Pharmaceuticals Ltd.,2022,Healthy,Healthy
Balbir Rolling Mills Ltd.,2021,Cash_Distress,Healthy
Balbir Rolling Mills Ltd.,2022,Healthy,Healthy
Baleshwar Kharagpur Expressway Ltd.,2018,Acct_Distress,Healthy
Balhanuman Fabrics Ltd.,2018,Healthy,Healthy
Balhanuman Fabrics Ltd.,2019,Healthy,Healthy
Balhanuman Fabrics Ltd.,2020,Healthy,Healthy
Balhanuman Fabrics Ltd.,2021,Healthy,Healthy
Baliapatam Tiles & Business Ventures Ltd.,2018,Full_Distress,Full_Distress
Baliapatam Tiles & Business Ventures Ltd.,2019,Full_Distress,Full_Distress
Baliapatam Tiles & Business Ventures Ltd.,2020,Full_Distress,Acct_Distress
Baliapatam Tiles & Business Ventures Ltd.,2021,Acct_Distress,Full_Distress
Baliapatam Tiles & Business Ventures Ltd.,2022,Full_Distress,Cash_Distress
Balkrishna Breeding Farms Pvt. Ltd.,2018,Cash_Distress,Full_Distress
Balkrishna Industries Ltd.,2018,Healthy,Healthy
Balkrishna Industries Ltd.,2019,Healthy,Healthy
Balkrishna Industries Ltd.,2020,Healthy,Healthy
Balkrishna Industries Ltd.,2021,Healthy,Healthy
Balkrishna Industries Ltd.,2022,Healthy,Healthy
Balkrishna Paper Mills Ltd.,2018,Full_Distress,Full_Distress
Balkrishna Paper Mills Ltd.,2019,Full_Distress,Acct_Distress
Balkrishna Paper Mills Ltd.,2020,Acct_Distress,Full_Distress
Balkrishna Paper Mills Ltd.,2021,Full_Distress,Full_Distress
Balkrishna Paper Mills Ltd.,2022,Full_Distress,Full_Distress
Balkrishna Steel Forge Pvt. Ltd.,2021,Cash_Distress,Healthy
Balkrishna Steel Forge Pvt. Ltd.,2022,Healthy,Healthy
Ball Aerocan India Pvt. Ltd.,2018,Full_Distress,Acct_Distress
Ball Aerocan India Pvt. Ltd.,2019,Acct_Distress,Healthy
Ball Aerocan India Pvt. Ltd.,2020,Healthy,Healthy
Ball Aerocan India Pvt. Ltd.,2021,Healthy,Healthy
Ball Aerocan India Pvt. Ltd.,2022,Healthy,Healthy
Ball Beverage Packaging (India) Pvt. Ltd.,2018,Acct_Distress,Healthy
Ball Beverage Packaging (India) Pvt. Ltd.,2019,Healthy,Healthy
Ball Beverage Packaging (India) Pvt. Ltd.,2020,Healthy,Healthy
Ball Beverage Packaging (India) Pvt. Ltd.,2021,Healthy,Healthy
Ball Beverage Packaging (India) Pvt. Ltd.,2022,Healthy,Healthy
Ballarpur Industries Ltd.,2018,Acct_Distress,Acct_Distress
Ballarpur Industries Ltd.,2019,Acct_Distress,Acct_Distress
Ballavpur Paper Mfg. Ltd.,2019,Healthy,Acct_Distress
Ballavpur Paper Mfg. Ltd.,2020,Acct_Distress,Acct_Distress
Ballavpur Paper Mfg. Ltd.,2021,Acct_Distress,Full_Distress
Ballavpur Paper Mfg. Ltd.,2022,Full_Distress,Full_Distress
Bally Jute Co. Ltd.,2018,Healthy,Healthy
Bally Jute Co. Ltd.,2022,Healthy,Healthy
Balmer Lawrie & Co. Ltd.,2018,Healthy,Healthy
Balmer Lawrie & Co. Ltd.,2019,Healthy,Healthy
Balmer Lawrie & Co. Ltd.,2020,Healthy,Healthy
Balmer Lawrie & Co. Ltd.,2021,Healthy,Healthy
Balmer Lawrie & Co. Ltd.,2022,Healthy,Healthy
Balmer Lawrie-Van Leer Ltd.,2018,Healthy,Healthy
Balmer Lawrie-Van Leer Ltd.,2019,Healthy,Healthy
Balmer Lawrie-Van Leer Ltd.,2020,Healthy,Healthy
Balmer Lawrie-Van Leer Ltd.,2021,Healthy,Healthy
Balmer Lawrie-Van Leer Ltd.,2022,Healthy,Healthy
Balmukund Cement & Roofings Pvt. Ltd.,2019,Healthy,Healthy
Balmukund Cement & Roofings Pvt. Ltd.,2020,Healthy,Healthy
Balmukund Cement & Roofings Pvt. Ltd.,2021,Healthy,Healthy
Balmukund Cement & Roofings Pvt. Ltd.,2022,Healthy,Healthy
Balmukund Sponge & Iron Pvt. Ltd.,2019,Healthy,Healthy
Balmukund Sponge & Iron Pvt. Ltd.,2020,Healthy,Healthy
Balmukund Sponge & Iron Pvt. Ltd.,2021,Healthy,Healthy
Balmukund Sponge & Iron Pvt. Ltd.,2022,Healthy,Healthy
Balrampur Chini Mills Ltd.,2018,Cash_Distress,Healthy
Balrampur Chini Mills Ltd.,2019,Healthy,Healthy
Balrampur Chini Mills Ltd.,2020,Healthy,Healthy
Balrampur Chini Mills Ltd.,2021,Healthy,Healthy
Balrampur Chini Mills Ltd.,2022,Healthy,Healthy
Balu Forge Inds. Ltd.,2021,Cash_Distress,Healthy
Balu Forge Inds. Ltd.,2022,Healthy,Healthy
Bambino Agro Inds. Ltd.,2018,Healthy,Healthy
Bambino Agro Inds. Ltd.,2019,Healthy,Healthy
Bambino Agro Inds. Ltd.,2020,Healthy,Healthy
Bambino Agro Inds. Ltd.,2021,Healthy,Healthy
Bambino Agro Inds. Ltd.,2022,Healthy,Healthy
Bamni Proteins Ltd.,2018,Cash_Distress,Healthy
Bamni Proteins Ltd.,2019,Healthy,Healthy
Bamni Proteins Ltd.,2020,Healthy,Healthy
Bamni Proteins Ltd.,2021,Healthy,Healthy
Bamni Proteins Ltd.,2022,Healthy,Healthy
Banaras Beads Ltd.,2018,Healthy,Healthy
Banaras Beads Ltd.,2019,Healthy,Cash_Distress
Banaras Beads Ltd.,2020,Cash_Distress,Cash_Distress
Banaras Beads Ltd.,2021,Cash_Distress,Cash_Distress
Banaras Beads Ltd.,2022,Cash_Distress,Cash_Distress
Banas Stones Pvt. Ltd.,2018,Healthy,Healthy
Banas Stones Pvt. Ltd.,2019,Healthy,Healthy
Banas Stones Pvt. Ltd.,2020,Healthy,Healthy
Banco Aluminium Pvt. Ltd.,2018,Healthy,Healthy
Banco Aluminium Pvt. Ltd.,2019,Healthy,Healthy
Banco Gaskets (India) Ltd.,2018,Healthy,Healthy
Banco Gaskets (India) Ltd.,2019,Healthy,Healthy
Banco Gaskets (India) Ltd.,2020,Healthy,Healthy
Banco Gaskets (India) Ltd.,2021,Healthy,Healthy
Banco Gaskets (India) Ltd.,2022,Healthy,Healthy
Banco Products (India) Ltd.,2018,Healthy,Healthy
Banco Products (India) Ltd.,2019,Healthy,Healthy
Banco Products (India) Ltd.,2020,Healthy,Healthy
Banco Products (India) Ltd.,2021,Healthy,Healthy
Banco Products (India) Ltd.,2022,Healthy,Healthy
Bando (India) Pvt. Ltd.,2020,Healthy,Healthy
Bando (India) Pvt. Ltd.,2021,Healthy,Healthy
Bando (India) Pvt. Ltd.,2022,Healthy,Healthy
Bang Overseas Ltd.,2018,Healthy,Healthy
Bang Overseas Ltd.,2019,Healthy,Healthy
Bang Overseas Ltd.,2020,Healthy,Cash_Distress
Bang Overseas Ltd.,2021,Cash_Distress,Healthy
Bangalore Airport Hotel Ltd.,2018,Acct_Distress,Acct_Distress
Bangalore Airport Hotel Ltd.,2019,Acct_Distress,Full_Distress
Bangalore Airport Hotel Ltd.,2020,Full_Distress,Acct_Distress
Bangalore Airport Hotel Ltd.,2021,Acct_Distress,Healthy
Bangalore Airport Hotel Ltd.,2022,Healthy,Healthy
Bangalore Biotech Labs Pvt. Ltd.,2020,Healthy,Healthy
Bangalore Biotech Labs Pvt. Ltd.,2021,Healthy,Cash_Distress
Bangalore Electricity Supply Co. Ltd.,2018,Healthy,Healthy
Bangalore Electricity Supply Co. Ltd.,2019,Healthy,Healthy
Bangalore Electricity Supply Co. Ltd.,2020,Healthy,Acct_Distress
Bangalore Electricity Supply Co. Ltd.,2021,Acct_Distress,Acct_Distress
Bangalore Electricity Supply Co. Ltd.,2022,Acct_Distress,Full_Distress
Bangalore Elevated Tollway Pvt. Ltd.,2018,Healthy,Healthy
Bangalore Elevated Tollway Pvt. Ltd.,2019,Healthy,Healthy
Bangalore Elevated Tollway Pvt. Ltd.,2020,Healthy,Healthy
Bangalore Elevated Tollway Pvt. Ltd.,2021,Healthy,Healthy
Bangalore Fluid System Components Pvt. Ltd.,2020,Healthy,Healthy
Bangalore Fluid System Components Pvt. Ltd.,2021,Healthy,Healthy
Bangalore Fluid System Components Pvt. Ltd.,2022,Healthy,Healthy
Bangalore International Airport Ltd.,2019,Healthy,Full_Distress
Bangalore International Airport Ltd.,2020,Full_Distress,Acct_Distress
Bangalore Metro Rail Corpn. Ltd.,2020,Acct_Distress,Acct_Distress
Bangalore Metro Rail Corpn. Ltd.,2021,Acct_Distress,Acct_Distress
Bangalore Metro Rail Corpn. Ltd.,2022,Acct_Distress,Full_Distress
Bangalore Refinery Pvt. Ltd.,2020,Cash_Distress,Healthy
Bangalore Refinery Pvt. Ltd.,2021,Healthy,Healthy
Bangalore Refinery Pvt. Ltd.,2022,Healthy,Healthy
Bangalore Tower Pvt. Ltd.,2022,Acct_Distress,Acct_Distress
Bank Note Paper Mill India Pvt. Ltd.,2018,Healthy,Healthy
Bank Note Paper Mill India Pvt. Ltd.,2019,Healthy,Healthy
Bank Note Paper Mill India Pvt. Ltd.,2020,Healthy,Healthy
Bank Note Paper Mill India Pvt. Ltd.,2021,Healthy,Healthy
Bank Note Paper Mill India Pvt. Ltd.,2022,Healthy,Healthy
Banka Bioloo Ltd.,2018,Cash_Distress,Cash_Distress
Banka Bioloo Ltd.,2019,Cash_Distress,Healthy
Banka Bioloo Ltd.,2020,Healthy,Healthy
Banka Bioloo Ltd.,2021,Healthy,Healthy
Banka Bioloo Ltd.,2022,Healthy,Healthy
Bankutramana Bullion & Diamond Pvt. Ltd.,2019,Healthy,Cash_Distress
Bannari Amman Food Products Pvt. Ltd.,2020,Healthy,Cash_Distress
Bannari Amman Food Products Pvt. Ltd.,2021,Cash_Distress,Healthy
Bannari Amman Food Products Pvt. Ltd.,2022,Healthy,Healthy
Bannari Amman Spg. Mills Ltd.,2018,Healthy,Healthy
Bannari Amman Spg. Mills Ltd.,2019,Healthy,Healthy
Bannari Amman Spg. Mills Ltd.,2020,Healthy,Healthy
Bannari Amman Spg. Mills Ltd.,2021,Healthy,Acct_Distress
Bannari Amman Spg. Mills Ltd.,2022,Acct_Distress,Acct_Distress
Bannari Amman Sugars Ltd.,2018,Cash_Distress,Healthy
Bannari Amman Sugars Ltd.,2019,Healthy,Healthy
Bannari Amman Sugars Ltd.,2020,Healthy,Healthy
Bannari Amman Sugars Ltd.,2021,Healthy,Healthy
Bannari Amman Sugars Ltd.,2022,Healthy,Healthy
Banox Exim Pvt. Ltd.,2018,Healthy,Healthy
Banox Exim Pvt. Ltd.,2022,Healthy,Healthy
Bansal Alloys & Metals Pvt. Ltd.,2018,Healthy,Cash_Distress
Bansal Alloys & Metals Pvt. Ltd.,2019,Cash_Distress,Healthy
Bansal Alloys & Metals Pvt. Ltd.,2020,Healthy,Healthy
Bansal Construction Works Pvt. Ltd.,2018,Acct_Distress,Healthy
Bansal Construction Works Pvt. Ltd.,2019,Healthy,Healthy
Bansal Extraction & Exports Pvt. Ltd.,2018,Full_Distress,Acct_Distress
Bansal Extraction & Exports Pvt. Ltd.,2019,Acct_Distress,Healthy
Bansal Extraction & Exports Pvt. Ltd.,2020,Healthy,Healthy
Bansal Extraction & Exports Pvt. Ltd.,2021,Healthy,Healthy
Bansal Extraction & Exports Pvt. Ltd.,2022,Healthy,Healthy
Bansal High Carbons Pvt. Ltd.,2020,Cash_Distress,Healthy
Bansal High Carbons Pvt. Ltd.,2021,Healthy,Healthy
Bansal High Carbons Pvt. Ltd.,2022,Healthy,Healthy
Bansal Infratech Synergies India Ltd.,2019,Healthy,Healthy
Bansal Infratech Synergies India Ltd.,2020,Healthy,Cash_Distress
Bansal Infratech Synergies India Ltd.,2021,Cash_Distress,Healthy
Bansal Infratech Synergies India Ltd.,2022,Healthy,Healthy
Bansal Oil Mill Ltd.,2018,Healthy,Healthy
Bansal Oil Mill Ltd.,2019,Healthy,Healthy
Bansal Oil Mill Ltd.,2020,Healthy,Cash_Distress
Bansal Oil Mill Ltd.,2021,Cash_Distress,Acct_Distress
Bansal Oil Mill Ltd.,2022,Acct_Distress,Healthy
Bansal Pathways Pvt. Ltd.,2018,Healthy,Healthy
Bansal Pathways Pvt. Ltd.,2021,Healthy,Healthy
Bansal Pathways Pvt. Ltd.,2022,Healthy,Healthy
Bansal Roofing Products Ltd.,2018,Healthy,Healthy
Bansal Roofing Products Ltd.,2019,Healthy,Healthy
Bansal Roofing Products Ltd.,2020,Healthy,Healthy
Bansal Roofing Products Ltd.,2021,Healthy,Healthy
Bansal Roofing Products Ltd.,2022,Healthy,Healthy
Bansal Spinning Mills Pvt. Ltd.,2018,Healthy,Healthy
Bansal Spinning Mills Pvt. Ltd.,2019,Healthy,Healthy
Bansal Spinning Mills Pvt. Ltd.,2020,Healthy,Healthy
Bansal Spinning Mills Pvt. Ltd.,2021,Healthy,Healthy
Bansal Spinning Mills Pvt. Ltd.,2022,Healthy,Healthy
Bansal Steel & Power Ltd.,2021,Cash_Distress,Healthy
Bansal Steel & Power Ltd.,2022,Healthy,Healthy
Bansal Wire Inds. Ltd.,2018,Healthy,Healthy
Bansal Wire Inds. Ltd.,2019,Healthy,Healthy
Bansal Wire Inds. Ltd.,2020,Healthy,Healthy
Bansal Wire Inds. Ltd.,2021,Healthy,Healthy
Bansal Wire Inds. Ltd.,2022,Healthy,Cash_Distress
Banspani Iron Ltd.,2022,Healthy,Healthy
Banswara Syntex Ltd.,2018,Healthy,Healthy
Banswara Syntex Ltd.,2019,Healthy,Healthy
Banswara Syntex Ltd.,2020,Healthy,Healthy
Banswara Syntex Ltd.,2021,Healthy,Healthy
Banswara Syntex Ltd.,2022,Healthy,Healthy
Baphana Jewellers Pvt. Ltd.,2019,Full_Distress,Healthy
Baphana Jewellers Pvt. Ltd.,2020,Healthy,Healthy
Baphana Jewellers Pvt. Ltd.,2021,Healthy,Healthy
Baphana Jewellers Pvt. Ltd.,2022,Healthy,Healthy
Bapuna Alcobrew Pvt. Ltd.,2019,Healthy,Healthy
Bar Tech System & Automations Pvt. Ltd.,2018,Healthy,Healthy
Bar Tech System & Automations Pvt. Ltd.,2019,Healthy,Healthy
Bar Tech System & Automations Pvt. Ltd.,2020,Healthy,Cash_Distress
Bar Tech System & Automations Pvt. Ltd.,2021,Cash_Distress,Healthy
Barak Valley Cements Ltd.,2018,Healthy,Healthy
Barak Valley Cements Ltd.,2019,Healthy,Healthy
Barak Valley Cements Ltd.,2020,Healthy,Healthy
Barak Valley Cements Ltd.,2021,Healthy,Healthy
Barak Valley Cements Ltd.,2022,Healthy,Healthy
Baramati Agro Ltd.,2019,Healthy,Cash_Distress
Baramati Agro Ltd.,2020,Cash_Distress,Healthy
Baramati Agro Ltd.,2021,Healthy,Healthy
Baramati Agro Ltd.,2022,Healthy,Healthy
Baramati Cattlefeeds Pvt. Ltd.,2018,Cash_Distress,Healthy
Baramati Cattlefeeds Pvt. Ltd.,2019,Healthy,Healthy
Baramati Cattlefeeds Pvt. Ltd.,2020,Healthy,Cash_Distress
Baramati Cattlefeeds Pvt. Ltd.,2021,Cash_Distress,Healthy
Baramati Cattlefeeds Pvt. Ltd.,2022,Healthy,Healthy
Baramati Speciality Steels Ltd.,2018,Healthy,Healthy
Baramati Speciality Steels Ltd.,2019,Healthy,Healthy
Baramati Speciality Steels Ltd.,2020,Healthy,Healthy
Baramati Speciality Steels Ltd.,2021,Healthy,Healthy
Baramati Speciality Steels Ltd.,2022,Healthy,Healthy
Barbrik Project Ltd.,2018,Healthy,Healthy
